insurer_name,insurer_type,solvency_ratio,claims_ratio,premium_growth,reserve_adequacy,liquidity_ratio,compliance_score,policy_count,year,quarter,risk_label,anomaly_flag
Moonlight Insurance,life,1.5208,0.5445,0.2315,0.9631,1.9483,0.8185,905,2021,2,strong,0
NicozDiamond Brokers,life,1.1744,0.9273,0.2272,1.0223,1.0675,0.6097,3031,2019,3,adequate,0
NicozDiamond Brokers,general,1.4072,0.4552,0.4976,1.1495,0.9565,0.5904,1394,2018,3,strong,0
ZB Life Assurance,reinsurer,1.4735,0.5907,-0.3443,1.1621,1.2058,0.5939,1494,2018,3,strong,0
ZB Bank Insurance,life,1.6386,0.703,0.1115,0.5597,1.1841,0.6928,6973,2020,2,adequate,0
ZB Bank Insurance,general,0.5529,0.9436,-0.0247,1.2452,1.178,0.5014,1375,2024,2,watch,1
Zimnat General Insurance,composite,1.3614,0.7152,0.0646,0.9416,1.3171,0.8005,3358,2024,3,adequate,0
Sanctuary Insurance,reinsurer,1.2457,0.7859,-0.025,0.9399,0.8536,0.6632,5769,2020,4,adequate,0
RM Insurance,life,1.5094,0.7561,0.0573,0.7813,1.2693,0.8262,3724,2018,3,adequate,0
Heritage Life Assurance,general,1.3229,0.5123,-0.3342,0.5347,0.71,0.6243,1662,2019,2,adequate,1
Moonlight Insurance,life,2.1967,0.4646,0.109,0.8128,1.1427,0.7477,4412,2021,4,strong,0
NicozDiamond Brokers,reinsurer,1.5218,0.2566,0.189,0.8497,1.5597,0.7709,5483,2020,2,strong,0
NicozDiamond Brokers,reinsurer,1.4779,0.6713,-0.0192,0.71,0.7816,0.8191,8645,2019,4,adequate,0
First Mutual Life,general,0.9264,0.8928,-0.0157,0.8783,0.866,0.5562,1398,2024,4,watch,1
RM Life Zimbabwe,general,1.1293,0.8599,-0.1009,0.6866,1.3725,0.9284,1866,2021,1,adequate,0
Old Mutual Zimbabwe,reinsurer,1.7073,0.6982,0.2905,0.8532,1.0418,0.985,12458,2021,1,adequate,0
Old Mutual Zimbabwe,reinsurer,1.1542,0.6989,0.0102,0.8279,1.5035,0.9621,3861,2019,3,adequate,0
Sanctuary Insurance,general,1.8952,0.8709,-0.1537,0.9001,1.0749,0.8455,1861,2022,1,adequate,0
Fidelity Life Zimbabwe,composite,1.3876,0.7558,0.1218,1.0589,1.2337,0.7585,4670,2023,1,adequate,0
Old Mutual Zimbabwe,life,1.6488,0.5258,0.4707,0.7043,0.9547,0.5579,3243,2022,4,adequate,0
First Mutual Life,life,1.4745,0.3145,0.198,1.1023,1.1901,0.7359,4765,2018,2,strong,0
Heritage Life Assurance,composite,1.5849,0.2332,0.2525,0.7506,1.2894,0.6172,2083,2019,2,strong,0
RM Insurance,life,1.1642,0.5676,0.1092,0.9895,0.7739,0.6265,3773,2019,4,adequate,0
Zimnat General Insurance,general,1.1357,0.5942,-0.2271,0.5394,1.8729,0.7067,2820,2019,3,adequate,0
FBC Insurance,reinsurer,1.9238,0.643,0.0304,0.9351,1.1565,0.9642,1264,2021,2,strong,0
FBC Insurance,life,0.7966,0.8845,0.2893,1.0063,1.212,0.9927,7977,2019,1,watch,0
Heritage Insurance,reinsurer,1.8063,0.9981,0.1317,0.8704,1.3583,0.6384,2802,2024,2,adequate,0
First Mutual Health,reinsurer,1.4289,0.2092,0.0446,0.7128,1.1812,0.9993,2167,2019,2,strong,0
CABS Insurance,reinsurer,1.4313,0.9564,0.0461,0.9416,0.7578,0.7256,8287,2019,1,adequate,0
Minerva Risk Advisors,life,1.5195,0.9773,-0.1182,1.0021,0.857,0.5115,3109,2024,3,adequate,0
Fidelity Life Assurance,reinsurer,1.3215,0.2639,0.1698,0.7989,1.0542,0.9097,971,2018,3,strong,0
Zimnat Life Assurance,composite,1.1747,0.2448,0.0344,0.8561,1.311,0.6833,7921,2019,1,strong,0
RM Life Zimbabwe,life,1.2464,0.7352,0.2189,1.0014,1.2063,0.9566,5033,2022,4,adequate,0
Old Mutual Zimbabwe,composite,2.6589,0.4383,0.097,1.1792,1.2151,0.9272,3278,2024,3,strong,0
Heritage Insurance,reinsurer,1.7865,0.6945,-0.2742,0.5409,1.5286,0.5269,1992,2022,3,adequate,1
Old Mutual Life Assurance Zimbabwe,life,1.7204,0.8995,0.075,0.909,1.912,0.7829,6308,2020,4,adequate,0
NicozDiamond Brokers,composite,0.6481,0.7444,0.1561,0.6903,1.5663,0.7074,4608,2023,1,watch,1
Old Mutual Life Assurance Zimbabwe,reinsurer,1.6195,0.5572,0.4116,0.9983,1.0714,0.5224,5756,2023,2,strong,0
NicozDiamond Brokers,composite,1.6099,0.6146,0.1677,0.8096,1.2537,0.5762,6432,2019,2,strong,0
Minerva Risk Advisors,life,1.3358,0.1,-0.1197,1.0342,0.9159,0.8978,2438,2020,1,strong,0
FBC Insurance,composite,1.6634,0.7571,0.2202,0.9614,1.3981,0.9315,10190,2019,2,strong,0
Minerva Risk Advisors,general,1.285,0.9873,0.0377,0.7993,0.7369,0.5241,13673,2022,3,watch,0
ZB Bank Insurance,general,1.0302,0.2965,0.2386,0.8772,1.2373,0.961,4293,2023,4,strong,0
CABS Insurance,reinsurer,1.6144,0.9167,0.1316,0.5929,1.5615,0.6129,13917,2024,1,adequate,0
First Mutual Health,reinsurer,0.9558,0.7211,-0.0107,0.8186,1.2399,0.7589,2155,2021,1,adequate,0
NicozDiamond Brokers,general,1.3722,0.7605,0.0706,1.0034,1.5395,0.7553,1022,2021,2,adequate,0
NicozDiamond Brokers,general,1.4841,0.1648,-0.0523,0.6855,1.1524,0.8572,6541,2022,3,strong,0
Heritage Insurance,general,0.9522,0.8826,0.139,0.8097,1.1883,0.5773,2665,2018,3,watch,1
Fidelity Life Zimbabwe,life,1.4254,0.3541,0.0344,1.0552,0.8699,0.9722,8015,2021,1,strong,0
Heritage Insurance,life,1.3568,0.3299,0.1823,0.7686,0.8946,0.9111,1151,2024,2,strong,0
Tristar Insurance,composite,1.5763,0.7823,-0.0477,1.0792,1.2473,0.8318,4902,2022,1,adequate,0
First Mutual Life,composite,1.7985,0.486,0.0368,1.073,0.6771,0.9187,1970,2021,1,strong,0
RM Life Zimbabwe,composite,1.5329,0.6899,-0.0646,0.9627,1.3687,0.5976,2520,2018,4,strong,0
Zimnat Life Assurance,general,1.1919,0.7046,-0.2372,0.8448,1.6135,0.6041,2688,2024,4,adequate,0
Fidelity Life Assurance,general,1.8915,0.9365,-0.1436,0.7742,1.6256,0.7993,1796,2024,1,adequate,0
ZB Life Assurance,reinsurer,0.5701,0.9785,0.3821,0.7971,0.6112,0.8993,1266,2019,4,watch,1
Zimnat General Insurance,general,1.5616,0.1075,-0.2804,0.4774,1.7479,0.5838,2774,2022,1,strong,1
Heritage Insurance,composite,1.9818,0.5601,0.1455,0.9677,1.1265,0.862,7826,2022,2,strong,0
Fidelity Life Zimbabwe,general,2.2733,0.8496,-0.0339,0.7963,1.5456,0.687,1205,2019,3,adequate,0
Tristar Insurance,general,1.1646,0.9544,0.3814,0.9327,1.1242,0.6137,2991,2024,3,adequate,0
Heritage Insurance,general,1.2101,0.8448,-0.0686,0.9256,1.6431,0.6184,8028,2020,4,adequate,0
Old Mutual Zimbabwe,life,1.5489,0.8438,0.0242,0.889,0.8778,0.7737,5206,2018,1,adequate,0
Fidelity Life Zimbabwe,composite,1.9138,0.6104,0.0722,1.1796,1.2897,0.5654,6976,2018,3,strong,0
FBC Insurance,life,1.1817,0.9221,0.3289,0.9102,0.9473,0.5859,4003,2021,3,adequate,0
Sanctuary Insurance,reinsurer,1.4462,0.7726,0.2411,0.9141,0.7563,0.8294,1353,2021,1,adequate,0
ZB Bank Insurance,composite,0.7342,0.6236,0.0569,1.0913,1.0151,0.5435,2379,2020,4,adequate,1
RM Life Zimbabwe,general,2.1749,0.9111,-0.0586,0.8658,0.8796,0.9835,11336,2024,1,adequate,0
Old Mutual Zimbabwe,reinsurer,0.838,0.6942,0.4013,0.7887,1.3005,0.7772,2043,2020,3,adequate,0
First Mutual Health,reinsurer,1.2856,0.6261,-0.4,1.0585,0.4,0.7086,10220,2021,3,adequate,0
Alliance Insurance,life,1.0601,0.6151,0.2418,0.8666,1.3823,0.8612,3901,2019,2,adequate,0
ZB Life Assurance,life,1.253,0.3984,0.2277,1.0484,1.1368,0.6231,4050,2021,4,strong,0
Heritage Insurance,life,2.0829,0.6656,-0.1066,0.8004,1.5907,0.5012,3053,2020,1,strong,0
NicozDiamond Brokers,general,1.4883,0.8471,-0.1823,0.8214,1.7618,0.6457,7061,2021,3,adequate,0
Fidelity Life Assurance,reinsurer,1.1333,0.2865,-0.0501,0.7064,1.6419,0.9144,4134,2020,3,strong,0
Zimnat Life Assurance,general,0.9069,0.5859,-0.2365,1.087,1.229,0.6179,2148,2022,4,adequate,0
Nicoz Diamond Insurance,life,1.6536,0.8881,0.0674,0.68,0.8085,0.6397,561,2018,2,adequate,0
CBZ Life,life,1.0741,0.7197,0.0312,0.8375,1.8122,0.967,5926,2024,3,adequate,0
FBC Insurance,life,1.929,0.4077,0.1027,0.8291,0.9831,0.7949,7466,2021,3,strong,0
Old Mutual Zimbabwe,composite,1.3331,0.5061,0.0322,0.8106,0.6579,0.8044,3624,2023,2,adequate,0
Heritage Insurance,composite,1.3182,0.6652,0.0582,0.6142,1.1258,0.9831,5534,2024,1,adequate,0
Moonlight Insurance,general,1.6455,0.7285,0.2828,1.0262,1.0381,0.5928,2684,2023,4,adequate,0
CBZ Life,composite,1.2812,0.6607,0.0711,0.8627,0.9992,0.9638,7570,2020,4,adequate,0
Heritage Insurance,reinsurer,0.9582,0.6191,0.2432,1.0222,1.4666,0.7083,3738,2018,3,adequate,0
CABS Insurance,life,1.3302,0.4059,-0.0233,0.6871,1.2397,0.6926,801,2023,2,strong,0
First Mutual Life,composite,1.7703,0.4323,-0.0009,0.9119,0.8875,0.9843,4969,2022,2,strong,0
Sanctuary Insurance,life,0.8198,0.9024,0.2748,0.7987,1.5945,0.7012,5472,2023,2,watch,0
Heritage Life Assurance,general,0.7328,0.667,-0.2053,1.143,1.3922,0.5522,7191,2022,2,adequate,1
Zimnat Life Assurance,reinsurer,0.6659,0.7948,0.3893,0.9057,1.8336,0.9546,2056,2019,1,watch,1
Old Mutual Zimbabwe,composite,1.4512,0.8998,0.1149,0.8699,0.9539,0.9328,1780,2021,3,adequate,0
Cell Insurance,general,1.4268,0.3842,-0.0568,1.0275,1.0613,0.7243,12828,2024,3,strong,0
Fidelity Life Assurance,general,1.3653,0.3861,0.4465,0.8151,1.2588,0.785,930,2024,4,strong,0
CABS Insurance,life,1.2055,0.7777,0.0177,0.7765,1.6754,0.6951,10772,2023,3,adequate,0
CBZ Life,reinsurer,1.1679,0.2688,-0.2048,0.7683,1.2336,0.8647,1963,2023,3,strong,0
Nicoz Diamond Insurance,composite,1.2896,1.002,0.1681,0.5876,1.116,0.5084,6275,2021,2,watch,0
First Mutual Life,life,1.7578,0.5682,-0.0747,0.9353,0.9623,0.9138,4323,2019,2,strong,0
FBC Insurance,composite,1.4887,1.0749,-0.1337,0.8255,1.1736,0.8674,2046,2020,4,adequate,0
Old Mutual Life Assurance Zimbabwe,life,1.2791,0.7918,0.1914,0.8911,1.1929,0.828,3161,2022,4,adequate,0
Alliance Insurance,composite,2.2173,1.0498,-0.3401,0.489,1.0107,0.9786,2513,2023,1,watch,1
Sanctuary Insurance,general,1.8457,0.735,0.1235,0.7079,1.4367,0.6594,1040,2023,3,adequate,0
CBZ Life,composite,0.741,0.5902,0.0174,1.0334,1.3115,0.7061,4029,2019,4,adequate,0
Heritage Life Assurance,life,1.3815,0.5218,0.179,0.7614,1.3383,0.9964,15701,2023,4,strong,0
Heritage Insurance,reinsurer,1.762,0.5016,0.1309,0.8224,1.1156,0.634,2551,2024,3,strong,0
ZB Life Assurance,life,1.4762,0.8504,-0.0467,1.0947,1.5226,0.5879,18905,2024,4,adequate,0
NicozDiamond Brokers,general,1.5012,0.889,-0.1096,0.9529,1.2581,0.5954,1445,2019,3,adequate,0
CBZ Life,composite,1.546,0.6289,0.3737,0.9094,1.1591,0.5473,2056,2021,2,strong,0
Zimnat General Insurance,life,1.2883,0.6119,-0.0172,0.8717,1.2902,0.9535,4059,2023,4,adequate,0
CABS Insurance,reinsurer,1.4545,0.4371,0.0607,0.9907,1.2646,0.6893,12694,2022,4,strong,0
Old Mutual Life Assurance Zimbabwe,general,1.4681,0.8582,0.335,1.1672,1.2844,0.7046,2784,2021,3,adequate,0
Cell Insurance,general,1.2089,0.5595,0.0145,0.7609,1.196,0.9718,1341,2021,1,adequate,0
Old Mutual Life Assurance Zimbabwe,reinsurer,1.1432,0.8501,0.3701,0.8064,1.3685,0.5518,4362,2020,2,adequate,0
NicozDiamond Brokers,composite,1.2379,0.8929,0.1561,1.0862,1.1291,0.99,10605,2024,4,adequate,0
First Mutual Life,composite,1.9889,0.2456,0.0452,0.9383,0.9928,0.6373,3758,2021,1,strong,0
Alliance Insurance,composite,1.617,0.9383,0.2079,0.8368,0.9694,0.5384,1863,2018,3,adequate,0
ZB Life Assurance,composite,1.5988,0.1629,0.3716,0.8705,1.2756,0.6674,3887,2019,2,strong,0
First Mutual Life,general,1.8847,0.5632,0.3569,0.9311,1.3117,0.8661,10787,2019,3,strong,0
RM Life Zimbabwe,general,1.2595,0.7637,0.3903,0.9793,1.0819,0.7605,4399,2023,4,adequate,0
Minerva Risk Advisors,composite,1.198,0.9201,0.2491,0.7558,1.2044,0.8243,3362,2022,3,adequate,0
Tristar Insurance,reinsurer,1.4159,0.814,-0.1982,1.334,1.6935,0.6706,2623,2024,4,adequate,0
Tristar Insurance,reinsurer,0.5499,0.9704,0.2372,0.7964,1.5216,0.6788,1174,2019,2,watch,1
Zimnat General Insurance,life,1.6277,0.58,-0.0354,0.8725,1.022,0.6516,820,2020,2,strong,0
Fidelity Life Zimbabwe,life,1.2224,0.6911,-0.3785,0.3614,1.4027,0.6571,1067,2021,4,adequate,1
Sanctuary Insurance,composite,1.4624,0.3332,0.2072,1.208,1.5732,0.8785,1816,2020,3,strong,0
RM Insurance,reinsurer,2.0393,0.7564,-0.0262,0.859,0.9232,0.6874,30945,2024,3,adequate,0
Heritage Life Assurance,life,1.5825,0.9837,0.0314,0.6635,1.1279,0.7222,12830,2023,4,adequate,0
CBZ Life,general,1.953,0.7124,-0.0301,0.603,1.1664,0.7367,7265,2024,3,adequate,0
Old Mutual Zimbabwe,composite,1.3773,0.9109,0.0199,0.8537,0.8136,0.5815,3264,2024,4,adequate,0
Moonlight Insurance,reinsurer,1.4974,0.8705,0.209,1.085,1.7373,0.5138,7124,2020,3,adequate,0
NicozDiamond Brokers,general,1.3239,0.1,0.3496,0.7515,1.401,0.711,6450,2018,1,strong,0
Tristar Insurance,reinsurer,1.3223,0.4523,0.116,0.8285,1.714,0.9596,4716,2018,2,strong,0
ZB Bank Insurance,general,1.5508,0.6414,0.0306,0.8924,1.773,0.9557,4655,2024,3,strong,0
Sanctuary Insurance,reinsurer,1.427,0.3579,0.023,0.8424,1.5477,0.7957,2638,2018,1,strong,0
RM Insurance,life,1.2663,0.2371,0.0153,0.803,1.7243,0.9531,1754,2021,4,strong,0
Minerva Risk Advisors,life,1.4348,0.9225,-0.3178,0.9647,0.8863,0.7579,6054,2023,3,adequate,0
ZB Life Assurance,life,1.2687,0.5273,0.1765,0.7905,1.6592,0.6877,2269,2018,3,adequate,0
CBZ Life,general,1.1875,0.6289,-0.0543,0.6521,1.3232,0.8886,5525,2021,1,adequate,0
CABS Insurance,reinsurer,0.7058,1.135,0.1424,0.6791,1.1777,0.8369,826,2023,1,watch,1
CBZ Life,reinsurer,1.3336,0.979,-0.4,0.813,1.0639,0.8217,7052,2021,2,adequate,0
Heritage Insurance,reinsurer,1.6712,0.416,0.2367,1.1019,1.7883,0.8693,4121,2019,4,strong,0
Sanctuary Insurance,composite,2.0314,0.4892,0.0589,0.7618,0.9594,0.9923,4929,2023,4,strong,0
Heritage Insurance,composite,2.1246,0.7042,0.0611,0.9024,1.6111,0.6461,4308,2019,2,strong,0
FBC Insurance,life,1.6379,0.2909,0.0535,0.9839,1.0497,0.8908,5746,2023,2,strong,0
Alliance Insurance,general,1.9306,0.8041,-0.0697,0.8807,1.3426,0.6592,3867,2023,2,adequate,0
First Mutual Life,life,1.9647,1.0015,0.4281,0.6675,0.9056,0.7981,3187,2023,2,adequate,0
RM Insurance,composite,2.0313,0.8083,0.2462,0.7213,1.2082,0.9433,2998,2019,2,adequate,0
Nicoz Diamond Insurance,life,1.3585,0.6836,0.1705,0.9253,1.3221,0.9822,9668,2023,2,adequate,0
First Mutual Health,life,1.524,0.5426,0.1681,0.8411,1.2688,0.6352,5344,2021,3,strong,0
Sanctuary Insurance,reinsurer,1.2884,0.8879,0.4758,0.8774,1.042,0.7552,4844,2020,1,adequate,0
Fidelity Life Assurance,reinsurer,1.6054,0.7916,0.2775,0.9325,0.9444,0.8373,1115,2019,4,adequate,0
CBZ Life,composite,1.6477,0.6932,0.2043,0.8798,1.1052,0.5729,2590,2019,4,adequate,0
Zimnat Life Assurance,reinsurer,1.7512,0.4671,-0.0673,0.6226,1.1176,0.9034,27807,2022,2,adequate,0
RM Life Zimbabwe,reinsurer,1.3239,0.4288,0.2373,0.8711,1.5688,0.5783,4413,2022,4,strong,0
Fidelity Life Zimbabwe,life,1.4515,1.0274,-0.0206,0.6569,0.9189,0.897,2330,2023,1,adequate,0
Moonlight Insurance,life,1.1491,0.2916,-0.2576,0.7107,1.7664,0.6748,4741,2019,3,strong,0
Fidelity Life Zimbabwe,composite,1.1263,0.7606,-0.0226,1.0314,1.0351,0.5358,697,2019,3,adequate,0
Fidelity Life Assurance,life,1.4004,0.5236,0.0868,0.9375,1.7655,0.522,11890,2018,2,strong,0
RM Insurance,life,2.5357,0.4808,0.2555,0.5567,1.419,0.919,7404,2021,4,strong,0
First Mutual Health,reinsurer,1.673,0.4323,-0.1366,0.7618,1.3194,0.6423,3045,2021,3,strong,0
Heritage Life Assurance,reinsurer,1.5239,0.8315,-0.119,0.9945,0.7849,0.5155,5899,2022,4,adequate,0
RM Insurance,general,1.7186,0.417,0.0328,0.956,1.1959,0.8117,4791,2023,3,strong,0
Heritage Life Assurance,general,1.0926,0.7392,0.1412,0.9274,1.3729,0.771,833,2024,3,adequate,0
ZB Bank Insurance,composite,1.9081,0.724,0.3161,0.8497,1.2966,0.7757,2487,2018,4,adequate,0
Cell Insurance,composite,1.6625,0.8597,-0.1128,0.8034,1.373,0.7024,838,2022,2,adequate,0
First Mutual Life,composite,1.924,0.882,-0.0323,0.5624,1.234,0.5999,16397,2023,3,adequate,0
First Mutual Life,life,2.025,0.808,-0.0338,0.9206,1.4514,0.5683,2223,2018,4,adequate,0
NicozDiamond Brokers,life,1.2895,0.8034,-0.1231,0.6577,1.3421,0.8999,12557,2021,3,adequate,0
Alliance Insurance,composite,1.1636,0.3497,-0.0038,0.8176,1.4266,0.5905,4020,2021,3,strong,0
Fidelity Life Assurance,general,0.9567,0.2223,0.1567,0.9173,1.3501,0.8124,3726,2019,2,strong,0
Sanctuary Insurance,general,1.4858,0.7455,0.5943,0.935,1.4249,0.9685,1057,2018,2,strong,0
CBZ Life,reinsurer,1.8791,0.1,0.097,1.0673,0.924,0.8899,2162,2023,2,strong,0
Nicoz Diamond Insurance,reinsurer,1.717,0.2668,-0.1424,0.8228,0.9715,0.8696,11089,2021,2,strong,0
First Mutual Life,composite,1.3871,0.7741,0.0321,0.8624,1.4989,0.803,1595,2024,2,adequate,0
Tristar Insurance,general,1.1966,0.7722,0.1287,0.845,1.1777,0.8348,9431,2019,2,adequate,0
NicozDiamond Brokers,general,1.5634,0.8863,0.5357,1.102,1.5858,0.7638,2220,2022,1,adequate,0
Old Mutual Zimbabwe,reinsurer,1.5633,0.8221,0.0056,0.8407,1.0322,0.7906,1452,2024,3,adequate,0
Sanctuary Insurance,general,1.4038,0.6077,0.2905,0.7045,1.4765,0.6173,3461,2022,4,adequate,0
Cell Insurance,general,1.212,0.7324,-0.0758,1.0722,1.2724,0.5785,3650,2018,4,adequate,0
Heritage Life Assurance,life,1.5766,0.5855,-0.0359,0.9752,1.1993,0.6926,1689,2024,3,strong,0
ZB Bank Insurance,composite,1.7017,0.6963,0.2232,0.9235,1.2738,0.5567,23300,2023,1,strong,0
Heritage Insurance,composite,1.1686,0.4328,0.0626,0.9662,1.1489,0.5579,3712,2021,3,strong,0
Heritage Life Assurance,reinsurer,0.9674,0.775,0.2733,0.8037,1.3691,0.8747,4742,2022,4,adequate,0
Moonlight Insurance,life,1.3912,0.4909,0.2146,0.9852,1.4158,0.6922,2859,2020,4,strong,0
NicozDiamond Brokers,composite,1.6022,0.7978,0.1247,0.8814,1.3131,0.5365,7661,2020,1,adequate,0
Fidelity Life Zimbabwe,composite,1.5129,0.8009,0.1594,0.8169,1.5206,0.5631,2071,2024,4,adequate,0
Minerva Risk Advisors,reinsurer,1.5896,0.4937,0.2232,1.0139,1.3445,0.9049,5230,2019,2,strong,0
Moonlight Insurance,life,1.0637,0.9129,0.2983,0.8314,0.7424,0.876,2186,2024,1,watch,0
CBZ Life,life,1.595,0.3938,0.0052,0.7882,1.2078,0.9131,5102,2022,2,strong,0
RM Insurance,reinsurer,0.8887,0.8097,0.1499,1.0886,1.016,0.6908,9686,2020,4,adequate,0
Sanctuary Insurance,life,1.7067,0.9028,0.1937,0.9311,1.1261,0.7508,5133,2022,1,adequate,0
Old Mutual Zimbabwe,composite,1.1943,0.7216,0.0931,0.8852,0.9355,0.5271,2060,2022,1,adequate,0
Fidelity Life Zimbabwe,reinsurer,1.281,0.5642,0.1993,0.6517,1.1807,0.7116,31853,2024,1,adequate,0
CABS Insurance,composite,1.3389,0.1899,0.2832,0.8717,0.8923,0.9847,1994,2019,3,strong,0
Nicoz Diamond Insurance,reinsurer,1.6434,1.0127,0.1293,0.846,1.2533,0.933,3863,2019,2,adequate,0
First Mutual Health,life,1.7929,0.9662,0.082,0.8653,1.0552,0.9347,4846,2019,1,adequate,0
NicozDiamond Brokers,life,1.2695,0.5988,-0.1201,0.6772,1.4766,0.5183,9412,2020,1,adequate,0
RM Life Zimbabwe,life,1.4484,0.6367,-0.0212,0.9049,1.5872,0.6112,18612,2020,3,strong,0
First Mutual Health,reinsurer,1.8529,0.6109,0.2039,0.8875,1.9722,0.7969,11540,2019,1,strong,0
Old Mutual Life Assurance Zimbabwe,life,1.9269,0.1334,0.0254,1.0443,1.4151,0.7491,7335,2021,4,strong,0
CBZ Life,general,1.6937,0.7105,0.0605,0.7682,1.3646,0.6835,4553,2023,4,adequate,0
Tristar Insurance,composite,1.6546,0.6697,0.0493,0.882,1.4707,0.6909,2296,2019,3,strong,0
CABS Insurance,composite,1.2288,0.337,-0.2306,0.6868,1.0126,0.6122,3819,2024,3,adequate,0
Fidelity Life Assurance,composite,1.7716,0.7098,-0.0263,1.0897,0.9352,0.8967,13791,2021,1,adequate,0
Zimnat Life Assurance,composite,1.7283,0.8069,0.1296,1.0781,1.3646,0.5907,2122,2024,2,adequate,0
CBZ Life,life,0.8006,0.6349,0.1485,0.8314,1.4581,0.5091,2740,2020,2,adequate,1
Moonlight Insurance,composite,2.1793,0.7374,-0.0126,0.9156,1.2462,0.9718,2953,2022,2,adequate,0
Fidelity Life Zimbabwe,composite,0.8833,0.9252,0.1397,0.9925,1.5116,0.9779,1234,2022,1,adequate,0
Zimnat Life Assurance,general,2.1408,0.6684,0.1582,0.884,0.872,0.7866,5553,2024,2,adequate,0
Sanctuary Insurance,life,1.239,0.8211,0.0489,1.0247,1.2403,0.9638,3846,2020,2,adequate,0
First Mutual Health,life,1.7131,0.9087,0.4037,1.0587,1.0411,0.7062,4507,2019,4,adequate,0
Heritage Life Assurance,reinsurer,1.7868,0.9174,-0.1471,0.6028,0.9244,0.7258,3624,2019,1,adequate,0
Sanctuary Insurance,reinsurer,1.7064,0.3088,0.2618,0.8344,1.1858,0.9364,10153,2020,3,strong,0
Heritage Life Assurance,general,1.3046,0.8735,0.0647,0.7487,1.4452,0.6274,7139,2023,2,adequate,0
FBC Insurance,general,1.6075,0.5158,0.182,0.8184,1.2523,0.6257,2165,2023,3,strong,0
Fidelity Life Zimbabwe,life,1.2688,0.5333,-0.051,1.0862,1.588,0.9387,3158,2022,2,strong,0
Alliance Insurance,life,0.9889,0.62,0.0604,0.8113,1.5965,0.5412,1815,2022,1,adequate,1
RM Insurance,life,1.8438,0.777,-0.1283,0.8522,1.4263,0.9093,3470,2021,4,adequate,0
Minerva Risk Advisors,general,0.9453,0.455,0.3904,0.5614,1.2904,0.6249,11312,2020,1,adequate,0
Moonlight Insurance,life,0.5836,0.8712,-0.1474,0.9202,0.7586,0.6064,8519,2024,1,watch,1
Old Mutual Zimbabwe,composite,1.5208,0.862,-0.0385,0.9886,0.7681,0.9244,4643,2022,1,adequate,0
Minerva Risk Advisors,reinsurer,1.9902,0.8485,0.0297,0.8032,1.6703,0.9284,2376,2022,3,adequate,0
Heritage Insurance,life,1.8544,0.694,0.1545,1.1224,0.631,0.9656,7219,2022,3,adequate,0
Sanctuary Insurance,life,1.5611,0.612,0.2017,0.8503,0.5922,0.9868,23235,2023,2,adequate,0
ZB Bank Insurance,composite,1.2577,0.7432,0.2954,1.0126,1.4305,0.5347,925,2021,3,adequate,0
Moonlight Insurance,composite,0.5465,0.6312,-0.0515,0.9139,1.3243,0.7251,3416,2021,3,adequate,1
Zimnat General Insurance,life,0.565,0.8863,0.121,0.6661,1.6593,0.9632,1237,2024,2,watch,1
Tristar Insurance,reinsurer,1.3255,0.6344,-0.2302,0.9478,1.3933,0.6707,2545,2019,3,adequate,0
ZB Life Assurance,general,1.686,0.9263,-0.046,0.4959,0.9474,0.8106,6043,2024,3,adequate,0
Minerva Risk Advisors,life,1.3681,0.705,0.0044,0.9449,1.2862,0.6237,767,2024,4,adequate,0
First Mutual Life,life,1.8386,0.9239,0.3159,0.7901,1.1665,0.9344,1745,2022,3,adequate,0
Sanctuary Insurance,composite,1.4182,0.3999,-0.1229,0.9078,1.4818,0.9527,1360,2022,3,strong,0
Cell Insurance,life,1.0676,0.8797,-0.0676,1.1188,1.2727,0.836,3632,2021,3,adequate,0
ZB Life Assurance,reinsurer,1.4628,0.1277,0.407,0.7478,1.3152,0.6886,4153,2019,3,strong,0
ZB Bank Insurance,composite,1.3136,0.4047,-0.1028,0.927,1.5014,0.7433,46301,2022,3,strong,0
Old Mutual Life Assurance Zimbabwe,composite,1.7682,0.6282,0.1265,0.9528,1.3511,0.9007,1528,2024,3,strong,0
Old Mutual Life Assurance Zimbabwe,general,1.2129,0.3152,-0.1324,0.8493,1.779,0.6747,1191,2024,4,strong,0
First Mutual Health,reinsurer,1.3605,0.7796,-0.1223,0.946,1.609,0.6548,5645,2024,1,adequate,0
Old Mutual Zimbabwe,general,1.8278,0.9697,0.2354,0.7975,2.1375,0.5234,24247,2023,3,adequate,0
ZB Bank Insurance,life,1.8087,1.0582,0.0596,0.7281,1.288,0.9609,2948,2020,2,adequate,0
CBZ Life,general,0.9813,0.2415,-0.0102,0.8244,1.2787,0.7,4046,2018,1,adequate,0
Heritage Insurance,general,1.3928,0.6943,-0.289,0.8727,0.997,0.7906,2229,2022,2,adequate,0
Sanctuary Insurance,composite,1.5874,0.4082,-0.0162,0.7819,1.3517,0.7036,3130,2022,3,strong,0
First Mutual Health,life,1.5995,0.9062,0.03,0.6977,1.6258,0.6525,5881,2022,2,adequate,0
Zimnat Life Assurance,reinsurer,1.4512,0.7902,0.0787,0.8138,1.7153,0.7655,4312,2019,1,adequate,0
Heritage Insurance,life,1.9802,0.5537,-0.0297,0.849,1.1892,0.7868,8482,2024,3,strong,0
